Metric,Mean,Standard deviation
Absorption max (nm) RMSE,42.606059681139996,1.0160459296686384
log(e/mol-1 dm3 cm-1) RMSE,0.3706726736157474,0.008147932144222277
Absorption max (nm) MAE,29.931629913620167,0.5084078352477496
log(e/mol-1 dm3 cm-1) MAE,0.25282984362210953,0.004921439787169872
