Task,Mean rmse,Standard deviation rmse,Fold 0 rmse,Fold 1 rmse,Fold 2 rmse,Fold 3 rmse,Fold 4 rmse,Fold 5 rmse,Fold 6 rmse,Fold 7 rmse,Fold 8 rmse,Fold 9 rmse,Mean mae,Standard deviation mae,Fold 0 mae,Fold 1 mae,Fold 2 mae,Fold 3 mae,Fold 4 mae,Fold 5 mae,Fold 6 mae,Fold 7 mae,Fold 8 mae,Fold 9 mae
Absorption max (nm),23.25040931152954,1.1941215651072783,23.928601763605013,21.478481899167416,22.70731576778563,23.83714479459627,21.949958513370785,24.27184606897959,25.283602428080357,23.196112067523025,24.137525987787846,21.713503824399478,12.999120877327172,0.5772115980089477,13.146603228922725,12.545123151339537,13.036707528765843,12.935015825010028,12.166973235087065,13.598715553854056,13.750778570128512,13.356448551170509,13.503967839355928,11.950875289637512
log(e/mol-1 dm3 cm-1),0.24129755565466704,0.025858972917590123,0.22766113102126545,0.2381366775376873,0.234871941392367,0.2312554494737994,0.22378431156937123,0.20448895313699106,0.24551915557691373,0.3086905271687013,0.24935633586616465,0.24921107380340915,0.14445706059150243,0.008436141063933433,0.14099930318973347,0.14286267650512158,0.15387564225219488,0.13891790787280536,0.1316112301108727,0.13394474434845177,0.14454977884301443,0.16088688828623185,0.14810331302504956,0.14881912148154888
