train_loss,train_loss_step,val/mse,val_loss,train_loss_epoch,epoch,step,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/dropout,config/ffn_hidden_dim,config/ffn_num_layers,config/depth,config/message_hidden_dim,logdir
0.14255402982234955,0.15992088615894318,0.47546112537384033,0.47546112537384033,0.14255402982234955,49,3750,1786548325,checkpoint_000000,True,False,1,37c3eefd,2026-08-12_16-25-38,11871.590584516525,11871.590584516525,347938,wee18.hpc.strath.ac.uk,10.5.136.118,11871.590584516525,1,0.4,2000,1,3,1700,37c3eefd
0.10694296658039093,0.1393163502216339,0.5090082883834839,0.5090082883834839,0.10694296658039093,49,3750,1786541099,checkpoint_000000,True,False,1,bd6ba32c,2026-08-12_14-24-59,4604.250251531601,4604.250251531601,348043,wee18.hpc.strath.ac.uk,10.5.136.118,4604.250251531601,1,0.0,2300,2,2,1100,bd6ba32c
0.025762634351849556,0.03422647714614868,0.43681344389915466,0.43681344389915466,0.025762634351849556,49,3750,1786550077,checkpoint_000000,True,False,1,4265abe0,2026-08-12_16-54-37,13562.599258899689,13562.599258899689,348500,wee18.hpc.strath.ac.uk,10.5.136.118,13562.599258899689,1,0.05,1500,1,5,1500,4265abe0
0.13558489084243774,0.17883169651031494,0.5204904675483704,0.5204904675483704,0.13558489084243774,49,3750,1786539296,checkpoint_000000,True,False,1,7e96a4de,2026-08-12_13-54-56,2766.065860271454,2766.065860271454,348936,wee18.hpc.strath.ac.uk,10.5.136.118,2766.065860271454,1,0.0,1900,2,2,900,7e96a4de
0.02540883794426918,0.04517507553100586,0.5382169485092163,0.5382169485092163,0.02540883794426918,49,3750,1786551202,checkpoint_000000,True,False,1,331592b9,2026-08-12_17-13-22,14656.821903944016,14656.821903944016,349407,wee18.hpc.strath.ac.uk,10.5.136.118,14656.821903944016,1,0.0,1700,1,3,2200,331592b9
0.13252167403697968,0.1573268175125122,0.4503450393676758,0.4503450393676758,0.13252167403697968,49,3750,1786577150,checkpoint_000000,True,False,1,812327e2,2026-08-13_00-25-50,40589.63373041153,40589.63373041153,349917,wee18.hpc.strath.ac.uk,10.5.136.118,40589.63373041153,1,0.4,400,1,6,2300,812327e2
0.23927198350429535,0.2914522886276245,0.4463295638561249,0.4463295638561249,0.23927198350429535,49,3750,1786538287,checkpoint_000000,True,False,1,08faa992,2026-08-12_13-38-07,1710.0576739311218,1710.0576739311218,350477,wee18.hpc.strath.ac.uk,10.5.136.118,1710.0576739311218,1,0.0,700,1,4,300,08faa992
0.1402403861284256,0.16604067385196686,0.48965132236480713,0.48965132236480713,0.1402403861284256,49,3750,1786552862,checkpoint_000000,True,False,1,21bede44,2026-08-12_17-41-02,16269.577508687973,16269.577508687973,351116,wee18.hpc.strath.ac.uk,10.5.136.118,16269.577508687973,1,0.4,1000,2,4,1700,21bede44
