Task,Mean rmse,Standard deviation rmse,Fold 0 rmse,Fold 1 rmse,Fold 2 rmse,Fold 3 rmse,Fold 4 rmse,Fold 5 rmse,Fold 6 rmse,Fold 7 rmse,Fold 8 rmse,Fold 9 rmse,Mean mae,Standard deviation mae,Fold 0 mae,Fold 1 mae,Fold 2 mae,Fold 3 mae,Fold 4 mae,Fold 5 mae,Fold 6 mae,Fold 7 mae,Fold 8 mae,Fold 9 mae
Absorption max (nm),25.955972871106372,1.5142101473835285,25.989838071467908,24.611616812348228,24.270418179321492,27.21715185691217,24.446629694284265,28.12052906647806,27.68124561475353,27.24352240568231,26.258615773836166,23.72016123597956,16.589088650602214,0.8845909200551284,15.854726698673256,15.794404197913709,15.602306125616515,16.85098527003104,16.17416030528001,18.002988264415972,17.031606555953086,17.59402664681713,17.545538530845565,15.44014391047585
log(e/mol-1 dm3 cm-1),0.26650482340771614,0.02413951781832498,0.25380485067843284,0.2715959333460426,0.2570609594987209,0.2661203464259661,0.2507585930752718,0.2256253285876173,0.2563924615229607,0.3215742364892672,0.28710205979587694,0.27501346465700466,0.1755542695747874,0.009969829696389773,0.17121044938394195,0.17622576767971637,0.1813209525703922,0.1802558799570099,0.16458665766673408,0.15711453091354383,0.16774847064358533,0.19159378934164797,0.18706906053478067,0.17841713705652154
